Cidade,Rede,Série,Disciplina,Matriculados na Série,Taxa de Participação (%),Percentual Insuficiente (%),Percentual Básico (%),Percentual Proficiente (%),Percentual Avançado (%),Percentual Aprendizado Adequado (%),Crescimento entre 2013 e 2015 (pp*)
Aurilândia,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Avelinópolis,Todas,9º ano,Matemática,35,82.86,17.22,44.7,27.82,10.26,38.06,27.31
Baliza,Todas,9º ano,Matemática,36,88.89,28.2,68.69,3.11,0,3.11,0
Barro Alto,Todas,9º ano,Matemática,117,94.02,32.55,51.88,12.68,2.89,15.56,0.05
Bela Vista De Goiás,Todas,9º ano,Matemática,321,87.23,26.3,58.79,13.81,1.1,14.91,4.64
Bom Jardim De Goiás,Todas,9º ano,Matemática,98,81.63,26.18,58.07,15.75,0,15.74,0.71
Bom Jesus De Goiás,Todas,9º ano,Matemática,217,91.23999999999999,10.45,49.69,33,6.86,39.86,18.76
Bonfinópolis,Todas,9º ano,Matemática,119,89.92,36.5,57.13,6.37,0,6.37,-9.210000000000001
Bonópolis,Todas,9º ano,Matemática,64,78.13,36.24,60.06,3.7,0,3.7,-4.46
Brazabrantes,Todas,9º ano,Matemática,49,95.92,19.25,61.32,19.43,0,19.43,-4.63
Britânia,Todas,9º ano,Matemática,75,78.67,28.5,55.2,14.77,1.53,16.29,3.36
Buriti Alegre,Todas,9º ano,Matemática,130,89.23,19.76,57.87,18.18,4.19,22.37,-0.8100000000000001
Buriti De Goiás,Todas,9º ano,Matemática,32,90.63,6.91,51.72,41.37,0,41.38,19.83
Buritinópolis,Todas,9º ano,Matemática,61,91.8,33.71,51.86,10.79,3.64,14.43,-0.91
Cabeceiras,Todas,9º ano,Matemática,115,92.17,29.96,54.15,12.89,3,15.88,0.65
Cachoeira Alta,Todas,9º ano,Matemática,119,81.51000000000001,18.53,60.24,15.3,5.93,21.24,10.53
Cachoeira De Goiás,Todas,9º ano,Matemática,20,80,18.75,50,31.25,0,31.25,12.83
Cachoeira Dourada,Todas,9º ano,Matemática,110,81.81999999999999,22.08,64.05,13.87,0,13.87,2.93
