Cidade,Rede,Série,Disciplina,Matriculados na Série,Taxa de Participação (%),Percentual Insuficiente (%),Percentual Básico (%),Percentual Proficiente (%),Percentual Avançado (%),Percentual Aprendizado Adequado (%),Crescimento entre 2013 e 2015 (pp*)
Bandeirantes Do Tocantins ,Todas,9º ano,Matemática,47,72.34,37.53,62.47,0,0,0,-19.05
Barra Do Ouro,Todas,9º ano,Matemática,57,87.72,28.07,59.86,12.07,0,12.07,9.300000000000001
Barrolândia,Todas,9º ano,Matemática,106,92.45,45.33,50.59,4.08,0,4.08,-1.77
Bernardo Sayão,Todas,9º ano,Matemática,32,81.25,23.07,69.23999999999999,7.69,0,7.69,-12.88
Bom Jesus Do Tocantins,Todas,9º ano,Matemática,56,96.43000000000001,47.55,46.79,5.66,0,5.66,-2.86
Brasilândia Do Tocantins,Todas,9º ano,Matemática,32,62.5,40,50,10,0,10,10
Brejinho De Nazaré,Todas,9º ano,Matemática,69,88.41,44.36,52.45,3.19,0,3.19,-0.71
Buriti Do Tocantins,Todas,9º ano,Matemática,111,93.69,32.92,53.6,13.48,0,13.48,6.16
Cachoeirinha,Todas,9º ano,Matemática,36,88.89,56.27,40.62,3.11,0,3.11,0.22
Campos Lindos,Todas,9º ano,Matemática,183,83.61,50.69,46.74,2.02,0.55,2.57,-2.87
Cariri Do Tocantins,Todas,9º ano,Matemática,62,70.97,40.98,53.66,5.36,0,5.35,-8.9
Carmolândia,Todas,9º ano,Matemática,25,80,60,40,0,0,0,-5.9
Carrasco Bonito,Todas,9º ano,Matemática,56,83.93000000000001,52.52,44.8,2.68,0,2.68,2.68
Caseara,Todas,9º ano,Matemática,90,80,41.49,51.44,7.07,0,7.07,4.32
Centenário,Todas,9º ano,Matemática,44,86.36,42.35,52.65,2.5,2.5,4.98,3.16
Chapada Da Natividade,Todas,9º ano,Matemática,70,80,51.66,37.61,8.869999999999999,1.86,10.73,3.55
Colinas Do Tocantins,Todas,9º ano,Matemática,453,86.75,27.13,55.91,14.78,2.18,16.96,0.96
Colméia,Todas,9º ano,Matemática,117,88.89,36.57,59.08,4.35,0,4.35,-3.36
Combinado,Todas,9º ano,Matemática,64,95.31,39.52,57.36,3.12,0,3.13,-11.36
Conceição Do Tocantins,Todas,9º ano,Matemática,76,72.37,38.1,55.07,5.28,1.55,6.83,0.76
Couto De Magalhães,Todas,9º ano,Matemática,77,85.70999999999999,49.13,44.86,6.01,0,6.01,4.67
Cristalândia,Todas,9º ano,Matemática,124,83.06,34.28,51.51,13.38,0.83,14.21,0.12
Crixás Do Tocantins,Todas,9º ano,Matemática,33,93.94,45.21,51.58,3.21,0,3.21,-3.23
Darcinópolis,Todas,9º ano,Matemática,85,88.23999999999999,45.09,48.26,6.65,0,6.65,-1.21
Dianópolis,Todas,9º ano,Matemática,279,78.14,35.31,53.96,9.94,0.79,10.73,-5.13
Divinópolis Do Tocantins,Todas,9º ano,Matemática,96,85.42,44.47,48.36,7.17,0,7.17,-0.7
